org_name,repo_name,repo_url,description,language,star,forks,daily_star,date,trending_category
JetBrains,compose-multiplatform,https://github.com/JetBrains/compose-multiplatform,"Compose Multiplatform, a modern UI framework for Kotlin that makes building performant and beautiful user interfaces easy and enjoyable.",Kotlin,16349.0,1182.0,6,2024-11-29,kotlin
tanujnotes,Olauncher,https://github.com/tanujnotes/Olauncher,Minimal AF Launcher for Android. Reduce your screen time. Daily wallpapers.,Kotlin,2146.0,229.0,15,2024-11-29,kotlin
z-huang,InnerTune,https://github.com/z-huang/InnerTune,A Material 3 YouTube Music client for Android,Kotlin,4837.0,292.0,16,2024-11-29,kotlin
JetBrains,kotlin,https://github.com/JetBrains/kotlin,The Kotlin Programming Language.,Kotlin,49488.0,5791.0,17,2024-11-29,kotlin
mobile-dev-inc,maestro,https://github.com/mobile-dev-inc/maestro,Painless Mobile UI Automation,Kotlin,5904.0,281.0,2,2024-11-29,kotlin
google,ksp,https://github.com/google/ksp,Kotlin Symbol Processing API,Kotlin,2903.0,276.0,4,2024-11-29,kotlin
DD3Boh,OuterTune,https://github.com/DD3Boh/OuterTune,A Material 3 Music Player with YouTube Music support for Android. Forked from InnerTune,Kotlin,389.0,24.0,9,2024-11-29,kotlin
oblador,react-native-keychain,https://github.com/oblador/react-native-keychain,🔑 Keychain Access for React Native,Kotlin,3220.0,518.0,4,2024-11-29,kotlin
pinterest,ktlint,https://github.com/pinterest/ktlint,An anti-bikeshedding Kotlin linter with built-in formatter,Kotlin,6256.0,506.0,2,2024-11-29,kotlin
kizitonwose,Calendar,https://github.com/kizitonwose/Calendar,A highly customizable calendar view and compose library for Android and Kotlin Multiplatform.,Kotlin,4785.0,510.0,3,2024-11-29,kotlin
rnmapbox,maps,https://github.com/rnmapbox/maps,A Mapbox react native module for creating custom maps,Kotlin,2283.0,847.0,0,2024-11-29,kotlin
maxrave-dev,SimpMusic,https://github.com/maxrave-dev/SimpMusic,A simple music app using YouTube Music for backend,Kotlin,1959.0,120.0,4,2024-11-29,kotlin
JetBrains,intellij-platform-plugin-template,https://github.com/JetBrains/intellij-platform-plugin-template,Template repository for creating plugins for IntelliJ Platform,Kotlin,3182.0,645.0,4,2024-11-29,kotlin
JetBrains,Exposed,https://github.com/JetBrains/Exposed,Kotlin SQL Framework,Kotlin,8401.0,694.0,4,2024-11-29,kotlin
aniyomiorg,aniyomi,https://github.com/aniyomiorg/aniyomi,An app for manga and anime,Kotlin,5151.0,321.0,10,2024-11-29,kotlin
ethereum-lists,chains,https://github.com/ethereum-lists/chains,provides metadata for chains,Kotlin,8908.0,6675.0,2,2024-11-29,kotlin
redis-rs,redis-rs,https://github.com/redis-rs/redis-rs,Redis library for rust,Rust,3674.0,588.0,10,2024-11-29,rust
eythaann,Seelen-UI,https://github.com/eythaann/Seelen-UI,The Fully Customizable Desktop Environment for Windows 10/11.,Rust,3564.0,93.0,68,2024-11-29,rust
rustdesk,rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,76734.0,10323.0,93,2024-11-29,rust
typst,typst,https://github.com/typst/typst,A new markup-based typesetting system that is powerful and easy to learn.,Rust,35630.0,952.0,59,2024-11-29,rust
tauri-apps,tauri,https://github.com/tauri-apps/tauri,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",Rust,85737.0,2595.0,70,2024-11-29,rust
Eventual-Inc,Daft,https://github.com/Eventual-Inc/Daft,"Distributed data engine for Python/SQL designed for the cloud, powered by Rust",Rust,2390.0,170.0,8,2024-11-29,rust
jtroo,kanata,https://github.com/jtroo/kanata,Improve keyboard comfort and usability with advanced customization,Rust,3172.0,130.0,22,2024-11-29,rust
kata-containers,kata-containers,https://github.com/kata-containers/kata-containers,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",Rust,5619.0,1071.0,4,2024-11-29,rust
rust-lang,rust-clippy,https://github.com/rust-lang/rust-clippy,A bunch of lints to catch common mistakes and improve your Rust code. Book: https://doc.rust-lang.org/clippy/,Rust,11501.0,1552.0,5,2024-11-29,rust
rust-lang,rust,https://github.com/rust-lang/rust,Empowering everyone to build reliable and efficient software.,Rust,99008.0,12791.0,53,2024-11-29,rust
tracel-ai,burn,https://github.com/tracel-ai/burn,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute efficiency and portability as its primary goals.",Rust,9035.0,449.0,11,2024-11-29,rust
PyO3,pyo3,https://github.com/PyO3/pyo3,Rust bindings for the Python interpreter,Rust,12462.0,768.0,9,2024-11-29,rust
pola-rs,polars,https://github.com/pola-rs/polars,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust",Rust,30597.0,1985.0,19,2024-11-29,rust
rust-lang,cargo,https://github.com/rust-lang/cargo,The Rust package manager,Rust,12851.0,2430.0,10,2024-11-29,rust
nushell,nushell,https://github.com/nushell/nushell,A new type of shell,Rust,32745.0,1696.0,13,2024-11-29,rust
GuillaumeGomez,sysinfo,https://github.com/GuillaumeGomez/sysinfo,Cross-platform library to fetch system information,Rust,2168.0,320.0,14,2024-11-29,rust
sunface,rust-course,https://github.com/sunface/rust-course,"“连续八年成为全世界最受喜爱的语言，无 GC 也无需手动内存管理、极高的性能和安全性、过程/OO/函数式编程、优秀的包管理、JS 未来基石"" — 工作之余的第二语言来试试 Rust 吧。本书拥有全面且深入的讲解、生动贴切的示例、德芙般丝滑的内容，这可能是目前最用心的 Rust 中文学习教程 / Book",Rust,25903.0,2242.0,18,2024-11-29,rust
tensorzero,tensorzero,https://github.com/tensorzero/tensorzero,"TensorZero creates a feedback loop for optimizing LLM applications — turning production data into smarter, faster, and cheaper models.",Rust,856.0,33.0,38,2024-11-29,rust
RustScan,RustScan,https://github.com/RustScan/RustScan,🤖 The Modern Port Scanner 🤖,Rust,14811.0,996.0,21,2024-11-29,rust
bytecodealliance,wasmtime,https://github.com/bytecodealliance/wasmtime,A fast and secure runtime for WebAssembly,Rust,15459.0,1307.0,4,2024-11-29,rust
qdrant,qdrant,https://github.com/qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,20779.0,1421.0,17,2024-11-29,rust
hyperium,tonic,https://github.com/hyperium/tonic,A native gRPC client & server implementation with async/await support.,Rust,10091.0,1023.0,12,2024-11-29,rust
TabbyML,tabby,https://github.com/TabbyML/tabby,Self-hosted AI coding assistant,Rust,22058.0,1015.0,20,2024-11-29,rust
atuinsh,atuin,https://github.com/atuinsh/atuin,✨ Magical shell history,Rust,21177.0,565.0,85,2024-11-29,rust
clap-rs,clap,https://github.com/clap-rs/clap,"A full featured, fast Command Line Argument Parser for Rust",Rust,14394.0,1049.0,15,2024-11-29,rust
hashicorp,terraform,https://github.com/hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",Go,43051.0,9573.0,165,2024-11-29,go
openimsdk,open-im-server,https://github.com/openimsdk/open-im-server,IM Chat ChatGPT,Go,14130.0,2496.0,3,2024-11-29,go
sourcegraph,conc,https://github.com/sourcegraph/conc,Better structured concurrency for go,Go,9362.0,321.0,28,2024-11-29,go
WuKongIM,WuKongIM,https://github.com/WuKongIM/WuKongIM,More than just IM 不只是即时通讯( IM ),Go,3834.0,454.0,45,2024-11-29,go
SagerNet,sing-box,https://github.com/SagerNet/sing-box,The universal proxy platform,Go,20322.0,2426.0,28,2024-11-29,go
aquasecurity,trivy,https://github.com/aquasecurity/trivy,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",Go,23856.0,2344.0,12,2024-11-29,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,100029.0,7970.0,208,2024-11-29,go
trustwallet,assets,https://github.com/trustwallet/assets,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens.",Go,4684.0,22763.0,4,2024-11-29,go
VictoriaMetrics,VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",Go,12584.0,1243.0,17,2024-11-29,go
kubernetes-sigs,external-dns,https://github.com/kubernetes-sigs/external-dns,"Configure external DNS servers (AWS Route53, Google CloudDNS and others) for Kubernetes Ingresses and Services",Go,7754.0,2582.0,6,2024-11-29,go
gohugoio,hugo,https://github.com/gohugoio/hugo,The world’s fastest framework for building websites.,Go,76183.0,7546.0,26,2024-11-29,go
m1k1o,neko,https://github.com/m1k1o/neko,A self hosted virtual browser that runs in docker and uses WebRTC.,Go,7860.0,577.0,22,2024-11-29,go
k3s-io,k3s,https://github.com/k3s-io/k3s,Lightweight Kubernetes,Go,28200.0,2359.0,24,2024-11-29,go
aws,karpenter-provider-aws,https://github.com/aws/karpenter-provider-aws,"Karpenter is a Kubernetes Node Autoscaler built for flexibility, performance, and simplicity.",Go,6876.0,969.0,3,2024-11-29,go
gruntwork-io,terragrunt,https://github.com/gruntwork-io/terragrunt,Terragrunt is a flexible orchestration tool that allows Infrastructure as Code written in OpenTofu/Terraform to scale.,Go,8115.0,986.0,6,2024-11-29,go
sirupsen,logrus,https://github.com/sirupsen/logrus,"Structured, pluggable logging for Go.",Go,24791.0,2273.0,6,2024-11-29,go
uber-go,fx,https://github.com/uber-go/fx,A dependency injection based application framework for Go.,Go,5937.0,292.0,4,2024-11-29,go
dominikh,go-tools,https://github.com/dominikh/go-tools,Staticcheck - The advanced Go linter,Go,6233.0,377.0,9,2024-11-29,go
wagoodman,dive,https://github.com/wagoodman/dive,A tool for exploring each layer in a docker image,Go,47924.0,1801.0,244,2024-11-29,go
aquasecurity,kube-bench,https://github.com/aquasecurity/kube-bench,Checks whether Kubernetes is deployed according to security best practices as defined in the CIS Kubernetes Benchmark,Go,7101.0,1233.0,6,2024-11-29,go
coreybutler,nvm-windows,https://github.com/coreybutler/nvm-windows,A node.js version management utility for Windows. Ironically written in Go.,Go,38203.0,3372.0,16,2024-11-29,go
myhhub,stock,https://github.com/myhhub/stock,"stock股票.获取股票数据,计算股票指标,识别股票形态,综合选股,选股策略,股票验证回测,股票自动交易,支持PC及移动设备。",Python,2528.0,555.0,39,2024-11-30,total
andrewyng,aisuite,https://github.com/andrewyng/aisuite,"Simple, unified interface to multiple Generative AI providers",Python,5855.0,499.0,1139,2024-11-30,total
keephq,keep,https://github.com/keephq/keep,The open-source alert management and AIOps platform,Python,6481.0,714.0,336,2024-11-30,total
didi,xiaoju-survey,https://github.com/didi/xiaoju-survey,"XIAOJUSURVEY is an enterprises form builder and analytics platform that allows users to create questionnaires, exams, polls, quizzes, and analyze data online.",TypeScript,2614.0,319.0,42,2024-11-30,total
unclecode,crawl4ai,https://github.com/unclecode/crawl4ai,"🔥🕷️ Crawl4AI: Crawl Smarter, Faster, Freely. For AI.",HTML,17144.0,1268.0,149,2024-11-30,total
hengyoush,kyanos,https://github.com/hengyoush/kyanos,"Visualize the time packets spend in the kernel, watch & analyze in command line.",C,2080.0,45.0,672,2024-11-30,total
codecrafters-io,build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,Master programming by recreating your favorite technologies from scratch.,Markdown,314139.0,29173.0,318,2024-11-30,total
QwenLM,Qwen2.5,https://github.com/QwenLM/Qwen2.5,"Qwen2.5 is the large language model series developed by Qwen team, Alibaba Cloud.",Shell,10307.0,637.0,117,2024-11-30,total
mtdvio,every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,,85024.0,7874.0,327,2024-11-30,total
opendatalab,MinerU,https://github.com/opendatalab/MinerU,A high-quality tool for convert PDF to Markdown and JSON.一站式开源高质量数据提取工具，将PDF转换成Markdown和JSON格式。,Python,19313.0,1377.0,358,2024-11-30,total
lobehub,lobe-chat,https://github.com/lobehub/lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Azure / DeepSeek), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT/ Claude application.",TypeScript,45366.0,10200.0,48,2024-11-30,total
trungdq88,Awesome-Black-Friday-Cyber-Monday,https://github.com/trungdq88/Awesome-Black-Friday-Cyber-Monday,"Awesome deals on Black Friday: Apps, SaaS, Books, Courses, etc.",,5835.0,1191.0,66,2024-11-30,total
4gray,iptvnator,https://github.com/4gray/iptvnator,"📺 Cross-platform IPTV player application with multiple features, such as support of m3u and m3u8 playlists, favorites, TV guide, TV archive/catchup and more.",TypeScript,3014.0,402.0,64,2024-11-30,total
nestjs,nest,https://github.com/nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",TypeScript,68124.0,7665.0,85,2024-11-30,total
MrOtherGuy,firefox-csshacks,https://github.com/MrOtherGuy/firefox-csshacks,Collection of userstyles affecting the browser,CSS,3465.0,328.0,20,2024-11-30,total
0x90n,InfoSec-Black-Friday,https://github.com/0x90n/InfoSec-Black-Friday,All the deals for InfoSec related software/tools this Black Friday,,3680.0,427.0,64,2024-11-30,total
songquanpeng,one-api,https://github.com/songquanpeng/one-api,"OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI.",JavaScript,19595.0,4334.0,21,2024-11-30,total
QwenLM,Qwen,https://github.com/QwenLM/Qwen,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.,Python,14408.0,1174.0,11,2024-11-30,total
myhhub,stock,https://github.com/myhhub/stock,"stock股票.获取股票数据,计算股票指标,识别股票形态,综合选股,选股策略,股票验证回测,股票自动交易,支持PC及移动设备。",Python,2528.0,555.0,39,2024-11-30,python
andrewyng,aisuite,https://github.com/andrewyng/aisuite,"Simple, unified interface to multiple Generative AI providers",Python,5855.0,499.0,1139,2024-11-30,python
keephq,keep,https://github.com/keephq/keep,The open-source alert management and AIOps platform,Python,6481.0,714.0,336,2024-11-30,python
opendatalab,MinerU,https://github.com/opendatalab/MinerU,A high-quality tool for convert PDF to Markdown and JSON.一站式开源高质量数据提取工具，将PDF转换成Markdown和JSON格式。,Python,19313.0,1377.0,358,2024-11-30,python
QwenLM,Qwen,https://github.com/QwenLM/Qwen,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.,Python,14408.0,1174.0,11,2024-11-30,python
microsoft,graphrag,https://github.com/microsoft/graphrag,A modular graph-based Retrieval-Augmented Generation (RAG) system,Python,19943.0,1949.0,63,2024-11-30,python
open-mmlab,mmdetection3d,https://github.com/open-mmlab/mmdetection3d,OpenMMLab's next-generation platform for general 3D object detection.,Python,5350.0,1553.0,5,2024-11-30,python
abi,screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),Python,64066.0,7823.0,408,2024-11-30,python
xtekky,gpt4free,https://github.com/xtekky/gpt4free,The official gpt4free repository | various collection of powerful language models,Python,62384.0,13402.0,106,2024-11-30,python
vwxyzjn,cleanrl,https://github.com/vwxyzjn/cleanrl,"High-quality single file implementation of Deep Reinforcement Learning algorithms with research-friendly features (PPO, DQN, C51, DDPG, TD3, SAC, PPG)",Python,5794.0,655.0,6,2024-11-30,python
QwenLM,Qwen-Agent,https://github.com/QwenLM/Qwen-Agent,"Agent framework and applications built upon Qwen>=2.0, featuring Function Calling, Code Interpreter, RAG, and Chrome extension.",Python,3875.0,370.0,91,2024-11-30,python
1Panel-dev,MaxKB,https://github.com/1Panel-dev/MaxKB,🚀 MaxKB 是一款基于大语言模型和 RAG 的开源知识库问答系统，广泛应用于智能客服、企业内部知识库、学术研究与教育等场景。,Python,11719.0,1537.0,10,2024-11-30,python
DS4SD,docling,https://github.com/DS4SD/docling,Get your documents ready for gen AI,Python,11744.0,587.0,165,2024-11-30,python
meta-llama,llama-stack,https://github.com/meta-llama/llama-stack,Composable building blocks to build Llama Apps,Python,4716.0,611.0,23,2024-11-30,python
disposable-email-domains,disposable-email-domains,https://github.com/disposable-email-domains/disposable-email-domains,a list of disposable and temporary email address domains,Python,3184.0,573.0,22,2024-11-30,python
swirlai,swirl-search,https://github.com/swirlai/swirl-search,"AI Search & RAG Without Moving Your Data. Get instant answers from your company's knowledge across 100+ apps while keeping data secure. Deploy in minutes, not months.",Python,2056.0,178.0,17,2024-11-30,python
lllyasviel,stable-diffusion-webui-forge,https://github.com/lllyasviel/stable-diffusion-webui-forge,No description,Python,8664.0,862.0,14,2024-11-30,python
songquanpeng,one-api,https://github.com/songquanpeng/one-api,"OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI.",JavaScript,19595.0,4334.0,21,2024-11-30,javascript
4ian,GDevelop,https://github.com/4ian/GDevelop,"🎮 Open-source, cross-platform 2D/3D/multiplayer game engine designed for everyone.",JavaScript,11643.0,886.0,28,2024-11-30,javascript
vercel,next.js,https://github.com/vercel/next.js,The React Framework,JavaScript,127437.0,27035.0,31,2024-11-30,javascript
XengShi,materialYouNewTab,https://github.com/XengShi/materialYouNewTab,A Simple New Tab ( browsers's home page ) inspired with Google's 'Material You' design,JavaScript,1489.0,149.0,22,2024-11-30,javascript
cypress-io,cypress,https://github.com/cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser.",JavaScript,47499.0,3202.0,95,2024-11-30,javascript
ryanhanwu,How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,JavaScript,31267.0,5660.0,19,2024-11-30,javascript
swagger-api,swagger-ui,https://github.com/swagger-api/swagger-ui,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",JavaScript,26660.0,8968.0,7,2024-11-30,javascript
louislam,uptime-kuma,https://github.com/louislam/uptime-kuma,A fancy self-hosted monitoring tool,JavaScript,60580.0,5411.0,67,2024-11-30,javascript
sudheerj,reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,JavaScript,40168.0,9507.0,20,2024-11-30,javascript
WordPress,gutenberg,https://github.com/WordPress/gutenberg,The Block Editor project for WordPress and beyond. Plugin is available from the official repository.,JavaScript,10560.0,4221.0,4,2024-11-30,javascript
cmliu,CF-Workers-docker.io,https://github.com/cmliu/CF-Workers-docker.io,这个项目是一个基于 Cloudflare Workers 的 Docker 镜像代理工具。它能够中转对 Docker 官方镜像仓库的请求，解决一些访问限制和加速访问的问题。,JavaScript,5987.0,7250.0,17,2024-11-30,javascript
xanderfrangos,twinkle-tray,https://github.com/xanderfrangos/twinkle-tray,Easily manage the brightness of your monitors in Windows from the system tray,JavaScript,5673.0,185.0,19,2024-11-30,javascript
airbnb,javascript,https://github.com/airbnb/javascript,JavaScript Style Guide,JavaScript,145530.0,26547.0,13,2024-11-30,javascript
didi,xiaoju-survey,https://github.com/didi/xiaoju-survey,"XIAOJUSURVEY is an enterprises form builder and analytics platform that allows users to create questionnaires, exams, polls, quizzes, and analyze data online.",TypeScript,2614.0,319.0,42,2024-11-30,typescript
lobehub,lobe-chat,https://github.com/lobehub/lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Azure / DeepSeek), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT/ Claude application.",TypeScript,45366.0,10200.0,48,2024-11-30,typescript
4gray,iptvnator,https://github.com/4gray/iptvnator,"📺 Cross-platform IPTV player application with multiple features, such as support of m3u and m3u8 playlists, favorites, TV guide, TV archive/catchup and more.",TypeScript,3014.0,402.0,64,2024-11-30,typescript
nestjs,nest,https://github.com/nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",TypeScript,68124.0,7665.0,85,2024-11-30,typescript
CapSoftware,Cap,https://github.com/CapSoftware/Cap,"Open source Loom alternative. Beautiful, shareable screen recordings.",TypeScript,5151.0,269.0,34,2024-11-30,typescript
refinedev,refine,https://github.com/refinedev/refine,"A React Framework for building internal tools, admin panels, dashboards & B2B apps with unmatched flexibility.",TypeScript,28722.0,2248.0,18,2024-11-30,typescript
react-native-webview,react-native-webview,https://github.com/react-native-webview/react-native-webview,React Native Cross-Platform WebView,TypeScript,6607.0,3010.0,3,2024-11-30,typescript
kamranahmedse,developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",TypeScript,298984.0,39312.0,143,2024-11-30,typescript
reown-com,appkit,https://github.com/reown-com/appkit,The full stack toolkit to build onchain app UX,TypeScript,4952.0,1418.0,2,2024-11-30,typescript
yamadashy,repomix,https://github.com/yamadashy/repomix,"📦 Repomix (formerly Repopack) is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, and Gemini.",TypeScript,4806.0,219.0,262,2024-11-30,typescript
trpc,trpc,https://github.com/trpc/trpc,🧙‍♀️ Move Fast and Break Nothing. End-to-end typesafe APIs made easy.,TypeScript,35141.0,1260.0,12,2024-11-30,typescript
typeorm,typeorm,https://github.com/typeorm/typeorm,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms.",TypeScript,34484.0,6335.0,71,2024-11-30,typescript
storybookjs,storybook,https://github.com/storybookjs/storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",TypeScript,84793.0,9334.0,12,2024-11-30,typescript
freeCodeCamp,freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,freeCodeCamp.org's open-source codebase and curriculum. Learn to code for free.,TypeScript,406336.0,38176.0,51,2024-11-30,typescript
JackySoft,marsview,https://github.com/JackySoft/marsview,"Marsview 是一款中后台方向的低代码可视化搭建平台，开发者可以在平台上创建项目、页面和组件，支持事件交互、接口调用、数据联动和逻辑编排等，开发者还可通过微服务快速集成到自己的业务系统中。 Marsview is a low code visualization platform for middle and backend direction, supporting event interaction, interface calling, data linkage, and logical orchestration.",TypeScript,1283.0,285.0,6,2024-11-30,typescript
epicweb-dev,epic-stack,https://github.com/epicweb-dev/epic-stack,This is a Full Stack app starter with the foundational things setup and configured for you to hit the ground running on your next EPIC idea.,TypeScript,4711.0,389.0,12,2024-11-30,typescript
Comfy-Org,ComfyUI_frontend,https://github.com/Comfy-Org/ComfyUI_frontend,Official front-end implementation of ComfyUI,TypeScript,652.0,121.0,3,2024-11-30,typescript
novuhq,novu,https://github.com/novuhq/novu,"Open-Source Notification Platform. Embeddable Notification Center, E-mail, Push and Slack Integrations.",TypeScript,35490.0,3914.0,11,2024-11-30,typescript
Freika,dawarich,https://github.com/Freika/dawarich,Self-hosted alternative to Google Location History (Google Maps Timeline),Ruby,2386.0,53.0,81,2024-11-30,ruby
hashicorp,vagrant,https://github.com/hashicorp/vagrant,Vagrant is a tool for building and distributing development environments.,Ruby,26325.0,4435.0,3,2024-11-30,ruby
spree,spree,https://github.com/spree/spree,"An open source eCommerce platform giving you full control and customizability. Modular and API-first. Multi-vendor, multi-tenant, multi-store, multi-currency, multi-language. Built using Ruby on Rails. Developed by @vendo-dev",Ruby,13128.0,4948.0,4,2024-11-30,ruby
Homebrew,homebrew-core,https://github.com/Homebrew/homebrew-core,🍻 Default formulae for the missing package manager for macOS (or Linux),Ruby,13807.0,12477.0,10,2024-11-30,ruby
ruby,ruby,https://github.com/ruby/ruby,The Ruby Programming Language,Ruby,22187.0,5331.0,3,2024-11-30,ruby
fluent,fluentd,https://github.com/fluent/fluentd,Fluentd: Unified Logging Layer (project under CNCF),Ruby,12935.0,1344.0,1,2024-11-30,ruby
opf,openproject,https://github.com/opf/openproject,OpenProject is the leading open source project management software.,Ruby,9506.0,2373.0,6,2024-11-30,ruby
rapid7,metasploit-framework,https://github.com/rapid7/metasploit-framework,Metasploit Framework,Ruby,34298.0,14014.0,10,2024-11-30,ruby
rubygems,rubygems.org,https://github.com/rubygems/rubygems.org,The Ruby community's gem hosting service.,Ruby,2334.0,929.0,1,2024-11-30,ruby
Shopify,tapioca,https://github.com/Shopify/tapioca,The swiss army knife of RBI generation,Ruby,744.0,128.0,1,2024-11-30,ruby
Shopify,liquid,https://github.com/Shopify/liquid,"Liquid markup language. Safe, customer facing template language for flexible web apps.",Ruby,11148.0,1400.0,2,2024-11-30,ruby
huginn,huginn,https://github.com/huginn/huginn,Create agents that monitor and act on your behalf. Your agents are standing by!,Ruby,43786.0,3793.0,18,2024-11-30,ruby
Homebrew,brew,https://github.com/Homebrew/brew,🍺 The missing package manager for macOS (or Linux),Ruby,41612.0,9788.0,24,2024-11-30,ruby
rails,solid_queue,https://github.com/rails/solid_queue,Database-backed Active Job backend,Ruby,1960.0,132.0,0,2024-11-30,ruby
zammad,zammad,https://github.com/zammad/zammad,Zammad is a web based open source helpdesk/customer support system,Ruby,4518.0,764.0,2,2024-11-30,ruby
rails,propshaft,https://github.com/rails/propshaft,Deliver assets for Rails,Ruby,929.0,102.0,1,2024-11-30,ruby
department-of-veterans-affairs,vets-api,https://github.com/department-of-veterans-affairs/vets-api,API powering VA.gov,Ruby,210.0,64.0,0,2024-11-30,ruby
faker-ruby,faker,https://github.com/faker-ruby/faker,"A library for generating fake data such as names, addresses, and phone numbers.",Ruby,11281.0,3182.0,1,2024-11-30,ruby
sinatra,sinatra,https://github.com/sinatra/sinatra,Classy web-development dressed in a DSL (official / canonical repo),Ruby,12212.0,2077.0,2,2024-11-30,ruby
stripe,stripe-ruby,https://github.com/stripe/stripe-ruby,Ruby library for the Stripe API.,Ruby,1966.0,547.0,1,2024-11-30,ruby
carrierwaveuploader,carrierwave,https://github.com/carrierwaveuploader/carrierwave,"Classier solution for file uploads for Rails, Sinatra and other Ruby web frameworks",Ruby,8780.0,1659.0,0,2024-11-30,ruby
rubysec,ruby-advisory-db,https://github.com/rubysec/ruby-advisory-db,A database of vulnerable Ruby Gems,Ruby,1022.0,221.0,0,2024-11-30,ruby
voxpupuli,puppet-python,https://github.com/voxpupuli/puppet-python,"Puppet module for installing and managing Python, pip, virtualenvs and Gunicorn virtual hosts.",Ruby,200.0,374.0,0,2024-11-30,ruby
amir1376,ab-download-manager,https://github.com/amir1376/ab-download-manager,A Download Manager that speeds up your downloads,Kotlin,4089.0,224.0,172,2024-11-30,kotlin
ethereum-lists,chains,https://github.com/ethereum-lists/chains,provides metadata for chains,Kotlin,8912.0,6681.0,3,2024-11-30,kotlin
JetBrains,intellij-platform-plugin-template,https://github.com/JetBrains/intellij-platform-plugin-template,Template repository for creating plugins for IntelliJ Platform,Kotlin,3183.0,645.0,1,2024-11-30,kotlin
