org_name,repo_name,repo_url,description,language,star,forks,daily_star,date,trending_category
terrastruct,d2,https://github.com/terrastruct/d2,D2 is a modern diagram scripting language that turns text to diagrams.,Go,17896.0,439.0,418,2024-11-17,go
tinygo-org,tinygo,https://github.com/tinygo-org/tinygo,"Go compiler for small places. Microcontrollers, WebAssembly (WASM/WASI), and command-line tools. Based on LLVM.",Go,15463.0,912.0,6,2024-11-17,go
Melkeydev,go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,Go,4608.0,276.0,9,2024-11-17,go
jeessy2,ddns-go,https://github.com/jeessy2/ddns-go,"Simple and easy to use DDNS. Support Aliyun, Tencent Cloud, Dnspod, Cloudflare, Callback, Huawei Cloud, Baidu Cloud, Porkbun, GoDaddy, Namecheap, NameSilo...",Go,12117.0,1398.0,25,2024-11-17,go
JanDeDobbeleer,oh-my-posh,https://github.com/JanDeDobbeleer/oh-my-posh,The most customisable and low-latency cross platform/shell prompt renderer,Go,17450.0,2390.0,16,2024-11-17,go
v2fly,v2ray-core,https://github.com/v2fly/v2ray-core,A platform for building proxies to bypass network restrictions.,Go,29573.0,4663.0,12,2024-11-17,go
daytonaio,daytona,https://github.com/daytonaio/daytona,The Open Source Dev Environment Manager.,Go,10583.0,839.0,155,2024-11-17,go
XIU2,CloudflareSpeedTest,https://github.com/XIU2/CloudflareSpeedTest,🌩「自选优选 IP」测试 Cloudflare CDN 延迟和速度，获取最快 IP ！当然也支持其他 CDN / 网站 IP ~,Go,19816.0,3909.0,16,2024-11-17,go
milvus-io,milvus,https://github.com/milvus-io/milvus,"A cloud-native vector database, storage for next generation AI applications",Go,30702.0,2927.0,23,2024-11-17,go
SagerNet,sing-box,https://github.com/SagerNet/sing-box,The universal proxy platform,Go,20039.0,2382.0,18,2024-11-17,go
evcc-io,evcc,https://github.com/evcc-io/evcc,Sonne tanken ☀️🚘,Go,3607.0,669.0,4,2024-11-17,go
adonovan,gopl.io,https://github.com/adonovan/gopl.io,"Example programs from ""The Go Programming Language""",Go,7639.0,2737.0,2,2024-11-17,go
Calcium-Ion,new-api,https://github.com/Calcium-Ion/new-api,AI模型接口管理与分发系统，支持将多种大模型转为OpenAI格式调用、支持Midjourney Proxy、Suno、Rerank，兼容易支付协议，可供个人或者企业内部管理与分发渠道使用，本项目基于One API二次开发。,Go,3557.0,824.0,12,2024-11-17,go
FiloSottile,mkcert,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,50227.0,2626.0,94,2024-11-17,go
m1k1o,neko,https://github.com/m1k1o/neko,A self hosted virtual browser that runs in docker and uses WebRTC.,Go,7546.0,555.0,26,2024-11-17,go
jesusprubio,up,https://github.com/jesusprubio/up,📶 Troubleshoot problems with your Internet connection,Go,379.0,16.0,42,2024-11-17,go
FiloSottile,age,https://github.com/FiloSottile/age,"A simple, modern and secure encryption tool (and Go library) with small explicit keys, no config options, and UNIX-style composability.",Go,17405.0,511.0,26,2024-11-17,go
XTLS,Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core, with XTLS support. Fully compatible configuration.",Go,25613.0,3956.0,21,2024-11-17,go
v2rayA,v2rayA,https://github.com/v2rayA/v2rayA,"A web GUI client of Project V which supports VMess, VLESS, SS, SSR, Trojan, Tuic and Juicity protocols. 🚀",Go,11515.0,1223.0,11,2024-11-17,go
junegunn,fzf,https://github.com/junegunn/fzf,🌸 A command-line fuzzy finder,Go,65610.0,2405.0,37,2024-11-17,go
usememos,memos,https://github.com/usememos/memos,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way.",Go,34271.0,2482.0,43,2024-11-17,go
wailsapp,wails,https://github.com/wailsapp/wails,Create beautiful applications using Go,Go,25366.0,1223.0,6,2024-11-17,go
v2fly,domain-list-community,https://github.com/v2fly/domain-list-community,Community managed domain list. Generate geosite.dat for V2Ray.,Go,5005.0,907.0,8,2024-11-17,go
usememos,memos,https://github.com/usememos/memos,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way.",Go,34307.0,2484.0,51,2024-11-18,go
terrastruct,d2,https://github.com/terrastruct/d2,D2 is a modern diagram scripting language that turns text to diagrams.,Go,18024.0,441.0,234,2024-11-18,go
m1k1o,neko,https://github.com/m1k1o/neko,A self hosted virtual browser that runs in docker and uses WebRTC.,Go,7628.0,563.0,79,2024-11-18,go
AdguardTeam,AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,Network-wide ads & trackers blocking DNS server,Go,25587.0,1837.0,20,2024-11-18,go
VictoriaMetrics,VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",Go,12418.0,1229.0,30,2024-11-18,go
jeessy2,ddns-go,https://github.com/jeessy2/ddns-go,"Simple and easy to use DDNS. Support Aliyun, Tencent Cloud, Dnspod, Cloudflare, Callback, Huawei Cloud, Baidu Cloud, Porkbun, GoDaddy, Namecheap, NameSilo...",Go,12134.0,1398.0,21,2024-11-18,go
JanDeDobbeleer,oh-my-posh,https://github.com/JanDeDobbeleer/oh-my-posh,The most customisable and low-latency cross platform/shell prompt renderer,Go,17460.0,2391.0,12,2024-11-18,go
sundowndev,phoneinfoga,https://github.com/sundowndev/phoneinfoga,Information gathering framework for phone numbers,Go,13167.0,3692.0,5,2024-11-18,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,98318.0,7826.0,138,2024-11-18,go
evcc-io,evcc,https://github.com/evcc-io/evcc,Sonne tanken ☀️🚘,Go,3612.0,668.0,5,2024-11-18,go
danielmiessler,fabric,https://github.com/danielmiessler/fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,25412.0,2693.0,45,2024-11-18,go
XIU2,CloudflareSpeedTest,https://github.com/XIU2/CloudflareSpeedTest,🌩「自选优选 IP」测试 Cloudflare CDN 延迟和速度，获取最快 IP ！当然也支持其他 CDN / 网站 IP ~,Go,19832.0,3915.0,19,2024-11-18,go
jesusprubio,up,https://github.com/jesusprubio/up,📶 Troubleshoot problems with your Internet connection,Go,403.0,18.0,27,2024-11-18,go
wailsapp,wails,https://github.com/wailsapp/wails,Create beautiful applications using Go,Go,25392.0,1226.0,25,2024-11-18,go
XTLS,Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core, with XTLS support. Fully compatible configuration.",Go,25625.0,3956.0,14,2024-11-18,go
traefik,traefik,https://github.com/traefik/traefik,The Cloud Native Application Proxy,Go,51417.0,5107.0,28,2024-11-18,go
amir20,dozzle,https://github.com/amir20/dozzle,Realtime log viewer for docker containers.,Go,6474.0,319.0,85,2024-11-18,go
v2fly,v2ray-core,https://github.com/v2fly/v2ray-core,A platform for building proxies to bypass network restrictions.,Go,29589.0,4664.0,19,2024-11-18,go
netbirdio,netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,11201.0,517.0,23,2024-11-18,go
trustwallet,assets,https://github.com/trustwallet/assets,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens.",Go,4653.0,22693.0,1,2024-11-18,go
owasp-amass,amass,https://github.com/owasp-amass/amass,In-depth attack surface mapping and asset discovery,Go,12088.0,1888.0,8,2024-11-18,go
ethereum,go-ethereum,https://github.com/ethereum/go-ethereum,Go implementation of the Ethereum protocol,Go,47626.0,20164.0,10,2024-11-18,go
rook,rook,https://github.com/rook/rook,Storage Orchestration for Kubernetes,Go,12398.0,2692.0,4,2024-11-18,go
kubernetes-sigs,gateway-api,https://github.com/kubernetes-sigs/gateway-api,Repository for the next iteration of composite service (e.g. Ingress) and load balancing APIs.,Go,1837.0,479.0,2,2024-11-08,go
argoproj,argo-cd,https://github.com/argoproj/argo-cd,Declarative Continuous Deployment for Kubernetes,Go,17851.0,5450.0,13,2024-11-08,go
kubernetes,ingress-nginx,https://github.com/kubernetes/ingress-nginx,Ingress NGINX Controller for Kubernetes,Go,17497.0,8254.0,9,2024-11-08,go
grafana,k6,https://github.com/grafana/k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",Go,25933.0,1264.0,16,2024-11-08,go
aquasecurity,trivy,https://github.com/aquasecurity/trivy,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",Go,23565.0,2319.0,25,2024-11-08,go
kubernetes,minikube,https://github.com/kubernetes/minikube,Run Kubernetes locally,Go,29448.0,4883.0,8,2024-11-08,go
kubernetes,kube-state-metrics,https://github.com/kubernetes/kube-state-metrics,Add-on agent to generate and expose cluster-level metrics.,Go,5421.0,2022.0,3,2024-11-08,go
jpillora,chisel,https://github.com/jpillora/chisel,A fast TCP/UDP tunnel over HTTP,Go,13469.0,1389.0,30,2024-11-08,go
gruntwork-io,terragrunt,https://github.com/gruntwork-io/terragrunt,Terragrunt is a flexible orchestration tool that allows Infrastructure as Code written in OpenTofu/Terraform to scale.,Go,8066.0,980.0,2,2024-11-08,go
rancher,rancher,https://github.com/rancher/rancher,Complete container management platform,Go,23432.0,2968.0,4,2024-11-08,go
chaitin,SafeLine,https://github.com/chaitin/SafeLine,serve as a reverse proxy to protect your web services from attacks and exploits.,Go,12690.0,790.0,68,2024-11-08,go
IBM,sarama,https://github.com/IBM/sarama,Sarama is a Go library for Apache Kafka.,Go,11532.0,1754.0,4,2024-11-08,go
danielmiessler,fabric,https://github.com/danielmiessler/fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,24932.0,2647.0,220,2024-11-08,go
prometheus-operator,prometheus-operator,https://github.com/prometheus-operator/prometheus-operator,Prometheus Operator creates/configures/manages Prometheus clusters atop Kubernetes,Go,9116.0,3718.0,2,2024-11-08,go
coder,coder,https://github.com/coder/coder,Provision remote development environments via Terraform,Go,8250.0,697.0,10,2024-11-08,go
grafana,loki,https://github.com/grafana/loki,"Like Prometheus, but for logs.",Go,23848.0,3443.0,11,2024-11-08,go
hashicorp,vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,31163.0,4209.0,9,2024-11-08,go
onsi,ginkgo,https://github.com/onsi/ginkgo,A Modern Testing Framework for Go,Go,8355.0,660.0,5,2024-11-08,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,96866.0,7699.0,181,2024-11-08,go
gravitational,teleport,https://github.com/gravitational/teleport,"The easiest, and most secure way to access and protect all of your infrastructure.",Go,17584.0,1757.0,2,2024-11-08,go
cilium,cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,20166.0,2963.0,10,2024-11-08,go
evanw,esbuild,https://github.com/evanw/esbuild,An extremely fast bundler for the web,Go,38160.0,1147.0,10,2024-11-08,go
golang,go,https://github.com/golang/go,The Go programming language,Go,123960.0,17664.0,28,2024-11-08,go
FiloSottile,mkcert,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,49262.0,2547.0,34,2024-11-08,go
Melkeydev,go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,Go,4943.0,296.0,100,2024-11-21,go
tmc,langchaingo,https://github.com/tmc/langchaingo,"LangChain for Go, the easiest way to write LLM-based programs in Go",Go,4741.0,630.0,25,2024-11-21,go
influxdata,telegraf,https://github.com/influxdata/telegraf,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data.",Go,14867.0,5593.0,27,2024-11-21,go
uber-go,mock,https://github.com/uber-go/mock,GoMock is a mocking framework for the Go programming language.,Go,2318.0,120.0,6,2024-11-21,go
projectdiscovery,katana,https://github.com/projectdiscovery/katana,A next-generation crawling and spidering framework.,Go,12180.0,629.0,45,2024-11-21,go
cilium,cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,20270.0,2973.0,9,2024-11-21,go
traefik,traefik,https://github.com/traefik/traefik,The Cloud Native Application Proxy,Go,51473.0,5113.0,16,2024-11-21,go
open-telemetry,opentelemetry-go,https://github.com/open-telemetry/opentelemetry-go,OpenTelemetry Go API and SDK,Go,5320.0,1082.0,5,2024-11-21,go
nektos,act,https://github.com/nektos/act,Run your GitHub Actions locally 🚀,Go,55551.0,1387.0,77,2024-11-21,go
zan8in,afrog,https://github.com/zan8in/afrog,"A Security Tool for Bug Bounty, Pentest and Red Teaming.",Go,3494.0,395.0,8,2024-11-21,go
go-gitea,gitea,https://github.com/go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",Go,45227.0,5503.0,20,2024-11-21,go
redis,go-redis,https://github.com/redis/go-redis,Redis Go client,Go,20167.0,2373.0,6,2024-11-21,go
ccfos,nightingale,https://github.com/ccfos/nightingale,"An all-in-one observability solution which aims to combine the advantages of Prometheus and Grafana. It manages alert rules and visualizes metrics, logs, traces in a beautiful web UI.",Go,9821.0,1417.0,12,2024-11-21,go
chaitin,SafeLine,https://github.com/chaitin/SafeLine,serve as a reverse proxy to protect your web services from attacks and exploits.,Go,13066.0,810.0,59,2024-11-21,go
hashicorp,vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,31253.0,4226.0,10,2024-11-21,go
charmbracelet,huh,https://github.com/charmbracelet/huh,Build terminal forms and prompts 🤷🏻‍♀️,Go,4443.0,129.0,25,2024-11-21,go
kubernetes-sigs,kustomize,https://github.com/kubernetes-sigs/kustomize,Customization of kubernetes YAML configurations,Go,11061.0,2254.0,5,2024-11-21,go
jesseduffield,lazygit,https://github.com/jesseduffield/lazygit,simple terminal UI for git commands,Go,53356.0,1858.0,59,2024-11-21,go
fleetdm,fleet,https://github.com/fleetdm/fleet,"Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)",Go,3140.0,432.0,5,2024-11-21,go
jackc,pgx,https://github.com/jackc/pgx,PostgreSQL driver and toolkit for Go,Go,10825.0,845.0,2,2024-11-21,go
pulumi,pulumi,https://github.com/pulumi/pulumi,Pulumi - Infrastructure as Code in any programming language 🚀,Go,21877.0,1125.0,9,2024-11-21,go
opencost,opencost,https://github.com/opencost/opencost,Cost monitoring for Kubernetes workloads and cloud costs,Go,5335.0,560.0,7,2024-11-21,go
projectcalico,calico,https://github.com/projectcalico/calico,Cloud native networking and network security,Go,6035.0,1345.0,1,2024-11-21,go
AlexxIT,go2rtc,https://github.com/AlexxIT/go2rtc,"Ultimate camera streaming application with support RTSP, RTMP, HTTP-FLV, WebRTC, MSE, HLS, MP4, MJPEG, HomeKit, FFmpeg, etc.",Go,5740.0,429.0,298,2024-11-10,go
danielmiessler,fabric,https://github.com/danielmiessler/fabric,fabric is an open-source framework for augmenting humans using AI. It provides a modular framework for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,25100.0,2662.0,134,2024-11-10,go
pocketbase,pocketbase,https://github.com/pocketbase/pocketbase,Open Source realtime backend in 1 file,Go,40483.0,1896.0,54,2024-11-10,go
IceWhaleTech,CasaOS,https://github.com/IceWhaleTech/CasaOS,"CasaOS - A simple, easy-to-use, elegant open-source Personal Cloud system.",Go,25976.0,1419.0,62,2024-11-10,go
GoogleCloudPlatform,microservices-demo,https://github.com/GoogleCloudPlatform/microservices-demo,"Sample cloud-first application with 10 microservices showcasing Kubernetes, Istio, and gRPC.",Go,16963.0,7299.0,20,2024-11-10,go
daytonaio,daytona,https://github.com/daytonaio/daytona,The Open Source Dev Environment Manager.,Go,10292.0,837.0,25,2024-11-10,go
yorukot,superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,6145.0,133.0,67,2024-11-10,go
jeessy2,ddns-go,https://github.com/jeessy2/ddns-go,"Simple and easy to use DDNS. Support Aliyun, Tencent Cloud, Dnspod, Cloudflare, Callback, Huawei Cloud, Baidu Cloud, Porkbun, GoDaddy, Namecheap, NameSilo...",Go,11996.0,1381.0,11,2024-11-10,go
DiceDB,dice,https://github.com/DiceDB/dice,"DiceDB is a redis-compliant, reactive, scalable, highly-available, unified cache optimized for modern hardware.",Go,6724.0,1067.0,6,2024-11-10,go
1Panel-dev,1Panel,https://github.com/1Panel-dev/1Panel,🔥🔥🔥 Web-based linux server management control panel. / 现代化、开源的 Linux 服务器运维管理面板。,Go,22798.0,2070.0,30,2024-11-10,go
taubyte,tau,https://github.com/taubyte/tau,Open source distributed Platform as a Service (PaaS). A self-hosted Vercel / Netlify / Cloudflare alternative.,Go,3497.0,98.0,63,2024-11-10,go
hajimehoshi,ebiten,https://github.com/hajimehoshi/ebiten,Ebitengine - A dead simple 2D game engine for Go,Go,11033.0,661.0,7,2024-11-10,go
rclone,rclone,https://github.com/rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",Go,47116.0,4213.0,14,2024-11-10,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,97144.0,7728.0,152,2024-11-10,go
cli,cli,https://github.com/cli/cli,GitHub’s official command line tool,Go,37247.0,5785.0,11,2024-11-10,go
XTLS,Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core, with XTLS support. Fully compatible configuration.",Go,25487.0,3939.0,23,2024-11-10,go
helm-unittest,helm-unittest,https://github.com/helm-unittest/helm-unittest,BDD styled unit test framework for Kubernetes Helm charts as a Helm plugin.,Go,846.0,261.0,4,2024-11-10,go
coder,coder,https://github.com/coder/coder,Provision remote development environments via Terraform,Go,8272.0,701.0,10,2024-11-10,go
JohannesKaufmann,html-to-markdown,https://github.com/JohannesKaufmann/html-to-markdown,⚙️ Convert HTML to Markdown. Even works with entire websites and can be extended through rules.,Go,1637.0,95.0,588,2024-11-10,go
istio,istio,https://github.com/istio/istio,"Connect, secure, control, and observe services.",Go,36020.0,7778.0,7,2024-11-16,go
FiloSottile,mkcert,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,50144.0,2622.0,250,2024-11-16,go
kedacore,keda,https://github.com/kedacore/keda,KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes,Go,8524.0,1075.0,9,2024-11-16,go
googleapis,google-cloud-go,https://github.com/googleapis/google-cloud-go,Google Cloud Client Libraries for Go.,Go,3780.0,1298.0,2,2024-11-16,go
kubernetes-sigs,kueue,https://github.com/kubernetes-sigs/kueue,Kubernetes-native Job Queueing,Go,1425.0,260.0,5,2024-11-16,go
netbirdio,netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,11166.0,514.0,14,2024-11-16,go
Project-HAMi,HAMi,https://github.com/Project-HAMi/HAMi,Heterogeneous AI Computing Virtualization Middleware,Go,933.0,195.0,8,2024-11-16,go
avelino,awesome-go,https://github.com/avelino/awesome-go,"A curated list of awesome Go frameworks, libraries and software",Go,132783.0,11919.0,59,2024-11-16,go
milvus-io,milvus,https://github.com/milvus-io/milvus,"A cloud-native vector database, storage for next generation AI applications",Go,30672.0,2924.0,172,2024-11-16,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,98091.0,7801.0,125,2024-11-16,go
aquasecurity,trivy,https://github.com/aquasecurity/trivy,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",Go,23692.0,2328.0,13,2024-11-16,go
temporalio,temporal,https://github.com/temporalio/temporal,Temporal service,Go,12013.0,850.0,19,2024-11-16,go
cert-manager,cert-manager,https://github.com/cert-manager/cert-manager,Automatically provision and manage TLS certificates in Kubernetes,Go,12160.0,2094.0,7,2024-11-16,go
argoproj,argo-rollouts,https://github.com/argoproj/argo-rollouts,Progressive Delivery for Kubernetes,Go,2776.0,873.0,0,2024-11-16,go
tailscale,tailscale,https://github.com/tailscale/tailscale,"The easiest, most secure way to use WireGuard and 2FA.",Go,19383.0,1517.0,19,2024-11-16,go
open-telemetry,opentelemetry-collector-contrib,https://github.com/open-telemetry/opentelemetry-collector-contrib,Contrib repository for the OpenTelemetry Collector,Go,3092.0,2381.0,8,2024-11-16,go
VictoriaMetrics,VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",Go,12372.0,1225.0,5,2024-11-16,go
chaitin,SafeLine,https://github.com/chaitin/SafeLine,serve as a reverse proxy to protect your web services from attacks and exploits.,Go,12849.0,795.0,39,2024-11-16,go
coreybutler,nvm-windows,https://github.com/coreybutler/nvm-windows,A node.js version management utility for Windows. Ironically written in Go.,Go,37978.0,3361.0,16,2024-11-16,go
ethereum-optimism,supersim,https://github.com/ethereum-optimism/supersim,Local Multi-L2 Development Environment,Go,129.0,48.0,7,2024-11-16,go
jesseduffield,lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,Go,37379.0,1194.0,37,2024-11-16,go
dunglas,frankenphp,https://github.com/dunglas/frankenphp,🧟 The modern PHP app server,Go,6933.0,242.0,7,2024-11-16,go
containers,skopeo,https://github.com/containers/skopeo,"Work with remote images registries - retrieving information, images, signing content",Go,8292.0,782.0,6,2024-11-16,go
anchore,grype,https://github.com/anchore/grype,A vulnerability scanner for container images and filesystems,Go,8823.0,573.0,9,2024-11-16,go
FiloSottile,age,https://github.com/FiloSottile/age,"A simple, modern and secure encryption tool (and Go library) with small explicit keys, no config options, and UNIX-style composability.",Go,17383.0,511.0,26,2024-11-16,go
yorukot,superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,7049.0,152.0,151,2024-11-14,go
loft-sh,devpod,https://github.com/loft-sh/devpod,"Codespaces but open-source, client-only and unopinionated: Works with any IDE and lets you use any cloud, kubernetes or just localhost docker.",Go,9280.0,341.0,99,2024-11-14,go
hashicorp,terraform-provider-aws,https://github.com/hashicorp/terraform-provider-aws,The AWS Provider enables Terraform to manage AWS resources.,Go,9834.0,9184.0,2,2024-11-14,go
FiloSottile,mkcert,https://github.com/FiloSottile/mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,Go,49785.0,2603.0,153,2024-11-14,go
milvus-io,milvus,https://github.com/milvus-io/milvus,"A cloud-native vector database, storage for next generation AI applications",Go,30480.0,2919.0,41,2024-11-14,go
loft-sh,vcluster,https://github.com/loft-sh/vcluster,vCluster - Create fully functional virtual Kubernetes clusters - Each vcluster runs inside a namespace of the underlying k8s cluster. It's cheaper than creating separate full-blown clusters and it offers better multi-tenancy and isolation than regular namespaces.,Go,6679.0,422.0,99,2024-11-14,go
kyverno,kyverno,https://github.com/kyverno/kyverno,Cloud Native Policy Management,Go,5737.0,879.0,18,2024-11-14,go
jesseduffield,lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,Go,37313.0,1192.0,38,2024-11-14,go
kubernetes-sigs,external-dns,https://github.com/kubernetes-sigs/external-dns,"Configure external DNS servers (AWS Route53, Google CloudDNS and others) for Kubernetes Ingresses and Services",Go,7720.0,2569.0,4,2024-11-14,go
dapr,dapr,https://github.com/dapr/dapr,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",Go,24097.0,1906.0,19,2024-11-14,go
dunglas,frankenphp,https://github.com/dunglas/frankenphp,🧟 The modern PHP app server,Go,6916.0,239.0,20,2024-11-14,go
aquasecurity,trivy,https://github.com/aquasecurity/trivy,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",Go,23657.0,2326.0,13,2024-11-14,go
NVIDIA,gpu-operator,https://github.com/NVIDIA/gpu-operator,"NVIDIA GPU Operator creates, configures, and manages GPUs in Kubernetes",Go,1846.0,297.0,9,2024-11-14,go
grpc-ecosystem,grpc-gateway,https://github.com/grpc-ecosystem/grpc-gateway,gRPC to JSON proxy generator following the gRPC HTTP spec,Go,18230.0,2240.0,7,2024-11-14,go
anchore,grype,https://github.com/anchore/grype,A vulnerability scanner for container images and filesystems,Go,8802.0,570.0,21,2024-11-14,go
kubernetes,client-go,https://github.com/kubernetes/client-go,Go client for Kubernetes.,Go,9089.0,2952.0,3,2024-11-14,go
hashicorp,nomad,https://github.com/hashicorp/nomad,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations.",Go,14938.0,1957.0,8,2024-11-14,go
anchore,syft,https://github.com/anchore/syft,CLI tool and library for generating a Software Bill of Materials from container images and filesystems,Go,6238.0,574.0,9,2024-11-14,go
golang-migrate,migrate,https://github.com/golang-migrate/migrate,Database migrations. CLI and Golang library.,Go,15485.0,1408.0,13,2024-11-14,go
VictoriaMetrics,VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",Go,12350.0,1223.0,12,2024-11-14,go
grafana,k6,https://github.com/grafana/k6,"A modern load testing tool, using Go and JavaScript - https://k6.io",Go,26006.0,1266.0,21,2024-11-14,go
traefik,traefik,https://github.com/traefik/traefik,The Cloud Native Application Proxy,Go,51339.0,5102.0,23,2024-11-14,go
integrations,terraform-provider-github,https://github.com/integrations/terraform-provider-github,Terraform GitHub provider,Go,907.0,748.0,0,2024-11-14,go
volcano-sh,volcano,https://github.com/volcano-sh/volcano,A Cloud Native Batch System (Project under CNCF),Go,4222.0,969.0,1,2024-11-14,go
authelia,authelia,https://github.com/authelia/authelia,The Single Sign-On Multi-Factor portal for web apps,Go,21725.0,1130.0,14,2024-11-14,go
Melkeydev,go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,Go,5206.0,302.0,244,2024-11-22,go
daytonaio,daytona,https://github.com/daytonaio/daytona,The Open Source Dev Environment Manager.,Go,11468.0,845.0,113,2024-11-22,go
tmc,langchaingo,https://github.com/tmc/langchaingo,"LangChain for Go, the easiest way to write LLM-based programs in Go",Go,4793.0,631.0,36,2024-11-22,go
argoproj,argo-cd,https://github.com/argoproj/argo-cd,Declarative Continuous Deployment for Kubernetes,Go,18000.0,5483.0,15,2024-11-22,go
kubernetes,kubernetes,https://github.com/kubernetes/kubernetes,Production-Grade Container Scheduling and Management,Go,111261.0,39703.0,28,2024-11-22,go
alibaba,higress,https://github.com/alibaba/higress,🤖 AI Gateway | AI Native API Gateway,Go,3488.0,525.0,87,2024-11-22,go
goharbor,harbor,https://github.com/goharbor/harbor,"An open source trusted cloud native registry project that stores, signs, and scans content.",Go,24221.0,4770.0,8,2024-11-22,go
ollama,ollama,https://github.com/ollama/ollama,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models.",Go,98931.0,7877.0,164,2024-11-22,go
kubernetes,autoscaler,https://github.com/kubernetes/autoscaler,Autoscaling components for Kubernetes,Go,8096.0,3977.0,5,2024-11-22,go
spf13,cobra,https://github.com/spf13/cobra,A Commander for modern Go CLI interactions,Go,38355.0,2853.0,17,2024-11-22,go
XTLS,Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core, with XTLS support. Fully compatible configuration.",Go,25702.0,3964.0,25,2024-11-22,go
